0.000000000000000e+000	0.000000e+000	0.000000e+000
1.114420485822795e-014	2.211358e-012	3.370063e-006
2.228840971645590e-014	8.230222e-012	6.783532e-006
3.343261457468385e-014	1.805659e-011	1.024041e-005
4.457681943291180e-014	3.169047e-011	1.374069e-005
5.572102429113975e-014	4.913185e-011	1.728438e-005
6.686522914936770e-014	7.038074e-011	2.087148e-005
7.800943400759562e-014	9.543713e-011	2.450199e-005
1.462855718541376e-013	3.514692e-010	4.780277e-005
2.828378475472216e-013	1.416616e-009	9.964707e-005
5.559423989333895e-013	5.872921e-009	2.222143e-004
1.000000000000000e-012	1.689703e-008	4.499262e-004
5.438204747536227e-011	4.793125e-005	1.638437e-002
1.077640949507245e-010	1.816415e-004	3.217831e-002
1.611461424260868e-010	4.011476e-004	4.783176e-002
2.145281899014491e-010	7.064496e-004	6.334470e-002
2.679102373768113e-010	1.097547e-003	7.871715e-002
3.212922848521736e-010	1.574441e-003	9.394910e-002
3.746743323275358e-010	2.137131e-003	1.090406e-001
7.483942847664532e-010	8.035728e-003	2.114635e-001
1.362137363931249e-009	2.457160e-002	3.683298e-001
2.260748210660022e-009	6.262599e-002	5.748619e-001
3.515700664691346e-009	1.397333e-001	8.226064e-001
5.202709143633941e-009	2.797440e-001	1.092369e+000
7.432836544127097e-009	5.142353e-001	1.359466e+000
1.033976695969995e-008	8.791267e-001	1.592535e+000
1.413114293248422e-008	1.415307e+000	1.763310e+000
1.869856546288952e-008	2.104215e+000	1.843404e+000
2.391300195386320e-008	2.903144e+000	1.836093e+000
3.010317552116042e-008	3.826425e+000	1.758830e+000
3.764861383723935e-008	4.881165e+000	1.626169e+000
4.721817375764416e-008	6.097058e+000	1.446395e+000
5.721817375764417e-008	7.226417e+000	1.268079e+000
6.721817375764416e-008	8.216406e+000	1.107897e+000
7.721817375764416e-008	9.080954e+000	9.670152e-001
8.721817375764416e-008	9.835469e+000	8.438233e-001
9.721817375764415e-008	1.049384e+001	7.362713e-001
1.072181737576442e-007	1.106829e+001	6.424146e-001
1.172181737576442e-007	1.156952e+001	5.605192e-001
1.272181737576441e-007	1.200684e+001	4.890632e-001
1.372181737576442e-007	1.238842e+001	4.267163e-001
1.472181737576442e-007	1.272135e+001	3.723175e-001
1.572181737576442e-007	1.301184e+001	3.248536e-001
1.672181737576442e-007	1.326529e+001	2.834405e-001
1.772181737576442e-007	1.348644e+001	2.473068e-001
1.872181737576442e-007	1.367939e+001	2.157795e-001
1.972181737576442e-007	1.384774e+001	1.882714e-001
2.072181737576442e-007	1.399464e+001	1.642701e-001
2.172181737576442e-007	1.412280e+001	1.433286e-001
2.272181737576443e-007	1.423463e+001	1.250567e-001
2.372181737576443e-007	1.433220e+001	1.091142e-001
2.472181737576442e-007	1.441733e+001	9.520405e-002
2.572181737576443e-007	1.449161e+001	8.306721e-002
2.672181737576443e-007	1.455642e+001	7.247760e-002
2.772181737576443e-007	1.461297e+001	6.323798e-002
2.872181737576443e-007	1.466231e+001	5.517625e-002
2.972181737576443e-007	1.470536e+001	4.814225e-002
3.072181737576443e-007	1.474292e+001	4.200496e-002
3.172181737576443e-007	1.477569e+001	3.665007e-002
3.272181737576443e-007	1.480429e+001	3.197783e-002
3.372181737576443e-007	1.482924e+001	2.790122e-002
3.472181737576443e-007	1.485101e+001	2.434430e-002
3.572181737576444e-007	1.487000e+001	2.124083e-002
3.672181737576444e-007	1.488657e+001	1.853300e-002
3.772181737576444e-007	1.490103e+001	1.617037e-002
3.872181737576444e-007	1.491365e+001	1.410893e-002
3.972181737576444e-007	1.492466e+001	1.231029e-002
4.072181737576444e-007	1.493426e+001	1.074095e-002
