0.000000000000000e+000	0.000000e+000	0.000000e+000
9.999999824516700e-015	1.500000e-001	1.350000e+005
1.999999964903340e-014	3.000000e-001	1.800000e+005
1.000000000000000e-012	1.500000e+001	1.800000e+005
1.013250000548385e-012	1.500000e+001	6.000000e+004
1.039750001645156e-012	1.500000e+001	0.000000e+000
4.970557551705088e-005	1.500000e+001	-8.881784e-016
1.000000010000000e-004	1.500000e+001	8.881784e-016
1.000000011000000e-004	1.350000e+001	-1.200000e+005
1.000000013000000e-004	1.050000e+001	-1.800000e+005
1.000000020000000e-004	0.000000e+000	-1.800000e+005
1.000000020006015e-004	0.000000e+000	-2.443802e+004
1.000000020008257e-004	0.000000e+000	0.000000e+000
1.000000038371813e-004	0.000000e+000	0.000000e+000
1.505101903920454e-004	0.000000e+000	0.000000e+000
2.000000000000000e-004	0.000000e+000	0.000000e+000
2.000000001000000e-004	1.500000e+000	1.200000e+005
2.000000003000000e-004	4.500000e+000	1.800000e+005
2.000000010000000e-004	1.500000e+001	1.800000e+005
2.000000010095000e-004	1.500000e+001	6.000003e+004
2.000000010285000e-004	1.500000e+001	0.000000e+000
2.004296927682067e-004	1.500000e+001	0.000000e+000
2.516296927682039e-004	1.500000e+001	0.000000e+000
2.999593845363577e-004	1.500000e+001	0.000000e+000
2.999781516090730e-004	1.500000e+001	-5.163876e-008
3.000000010000000e-004	1.500000e+001	-7.571017e-002
3.000000011000000e-004	1.350000e+001	-1.200000e+005
3.000000013000000e-004	1.050000e+001	-1.800000e+005
3.000000020000000e-004	0.000000e+000	-1.800000e+005
3.000000020006015e-004	0.000000e+000	-2.443803e+004
3.000000020008258e-004	0.000000e+000	0.000000e+000
3.011101903809487e-004	0.000000e+000	0.000000e+000
3.523101903809222e-004	0.000000e+000	0.000000e+000
3.999500000000001e-004	0.000000e+000	0.000000e+000
4.000000000000000e-004	0.000000e+000	0.000000e+000
